GISJOIN,YEAR,STUSAB,STATE,STATEA,COUNTY,COUNTYA,TRACTA,BLKGRPA,GEOID,NAME,Total,black,white,asian,nhpi,aian,two_more,not_hispanic,hispanic
G26000909604021,2016-2020,MI,Michigan,26,Antrim County,9,960402,1,15000US260099604021,"Block Group 1, Census Tract 9604.02, Antrim County, Michigan",1234,7,1088,10,0,7,122,1210,24
G26000909604022,2016-2020,MI,Michigan,26,Antrim County,9,960402,2,15000US260099604022,"Block Group 2, Census Tract 9604.02, Antrim County, Michigan",878,0,874,0,0,4,0,876,2
G26000909605011,2016-2020,MI,Michigan,26,Antrim County,9,960501,1,15000US260099605011,"Block Group 1, Census Tract 9605.01, Antrim County, Michigan",1153,4,1143,0,0,6,0,1149,4
G26000909605012,2016-2020,MI,Michigan,26,Antrim County,9,960501,2,15000US260099605012,"Block Group 2, Census Tract 9605.01, Antrim County, Michigan",994,0,855,0,0,37,11,901,93
G26000909605021,2016-2020,MI,Michigan,26,Antrim County,9,960502,1,15000US260099605021,"Block Group 1, Census Tract 9605.02, Antrim County, Michigan",469,0,464,0,0,5,0,469,0
G26000909605022,2016-2020,MI,Michigan,26,Antrim County,9,960502,2,15000US260099605022,"Block Group 2, Census Tract 9605.02, Antrim County, Michigan",805,0,708,5,0,5,78,747,58
G26000909606001,2016-2020,MI,Michigan,26,Antrim County,9,960600,1,15000US260099606001,"Block Group 1, Census Tract 9606, Antrim County, Michigan",784,0,773,0,0,0,4,732,52
G26000909606002,2016-2020,MI,Michigan,26,Antrim County,9,960600,2,15000US260099606002,"Block Group 2, Census Tract 9606, Antrim County, Michigan",608,0,582,0,0,0,26,579,29
G26000909606003,2016-2020,MI,Michigan,26,Antrim County,9,960600,3,15000US260099606003,"Block Group 3, Census Tract 9606, Antrim County, Michigan",913,0,900,0,0,0,13,913,0
G26000909606004,2016-2020,MI,Michigan,26,Antrim County,9,960600,4,15000US260099606004,"Block Group 4, Census Tract 9606, Antrim County, Michigan",919,0,897,0,0,0,22,903,16
G26000909607011,2016-2020,MI,Michigan,26,Antrim County,9,960701,1,15000US260099607011,"Block Group 1, Census Tract 9607.01, Antrim County, Michigan",1530,0,1503,0,0,27,0,1482,48
G26000909607012,2016-2020,MI,Michigan,26,Antrim County,9,960701,2,15000US260099607012,"Block Group 2, Census Tract 9607.01, Antrim County, Michigan",310,0,294,0,0,0,16,310,0
G26000909607013,2016-2020,MI,Michigan,26,Antrim County,9,960701,3,15000US260099607013,"Block Group 3, Census Tract 9607.01, Antrim County, Michigan",1257,6,1209,2,0,2,38,1237,20
G26000909607021,2016-2020,MI,Michigan,26,Antrim County,9,960702,1,15000US260099607021,"Block Group 1, Census Tract 9607.02, Antrim County, Michigan",818,17,780,0,0,0,19,816,2
G26000909607022,2016-2020,MI,Michigan,26,Antrim County,9,960702,2,15000US260099607022,"Block Group 2, Census Tract 9607.02, Antrim County, Michigan",1141,48,1014,24,0,0,55,1092,49
G26000909900000,2016-2020,MI,Michigan,26,Antrim County,9,990000,0,15000US260099900000,"Block Group 0, Census Tract 9900, Antrim County, Michigan",0,0,0,0,0,0,0,0,0
G26001109701001,2016-2020,MI,Michigan,26,Arenac County,11,970100,1,15000US260119701001,"Block Group 1, Census Tract 9701, Arenac County, Michigan",839,0,838,0,0,0,1,827,12
G26001109701002,2016-2020,MI,Michigan,26,Arenac County,11,970100,2,15000US260119701002,"Block Group 2, Census Tract 9701, Arenac County, Michigan",679,0,649,2,0,9,17,676,3
G26001109701003,2016-2020,MI,Michigan,26,Arenac County,11,970100,3,15000US260119701003,"Block Group 3, Census Tract 9701, Arenac County, Michigan",746,0,671,0,0,44,31,696,50
G26001109702001,2016-2020,MI,Michigan,26,Arenac County,11,970200,1,15000US260119702001,"Block Group 1, Census Tract 9702, Arenac County, Michigan",1404,0,1339,0,0,16,49,1404,0
G26001109702002,2016-2020,MI,Michigan,26,Arenac County,11,970200,2,15000US260119702002,"Block Group 2, Census Tract 9702, Arenac County, Michigan",880,0,880,0,0,0,0,857,23
G26001109702003,2016-2020,MI,Michigan,26,Arenac County,11,970200,3,15000US260119702003,"Block Group 3, Census Tract 9702, Arenac County, Michigan",930,14,884,18,0,0,14,905,25
G26001109703001,2016-2020,MI,Michigan,26,Arenac County,11,970300,1,15000US260119703001,"Block Group 1, Census Tract 9703, Arenac County, Michigan",748,16,719,0,0,10,3,741,7
G26001109703002,2016-2020,MI,Michigan,26,Arenac County,11,970300,2,15000US260119703002,"Block Group 2, Census Tract 9703, Arenac County, Michigan",861,0,843,0,0,15,2,834,27
G26001109703003,2016-2020,MI,Michigan,26,Arenac County,11,970300,3,15000US260119703003,"Block Group 3, Census Tract 9703, Arenac County, Michigan",1194,14,1146,0,0,8,13,1121,73
G26001109704001,2016-2020,MI,Michigan,26,Arenac County,11,970400,1,15000US260119704001,"Block Group 1, Census Tract 9704, Arenac County, Michigan",992,0,977,0,0,0,15,992,0
G26001109704002,2016-2020,MI,Michigan,26,Arenac County,11,970400,2,15000US260119704002,"Block Group 2, Census Tract 9704, Arenac County, Michigan",734,13,648,3,0,7,63,734,0
G26001109704003,2016-2020,MI,Michigan,26,Arenac County,11,970400,3,15000US260119704003,"Block Group 3, Census Tract 9704, Arenac County, Michigan",1019,0,1004,0,0,0,15,1014,5
G26001109705001,2016-2020,MI,Michigan,26,Arenac County,11,970500,1,15000US260119705001,"Block Group 1, Census Tract 9705, Arenac County, Michigan",538,0,519,0,0,14,5,538,0
G26001109705002,2016-2020,MI,Michigan,26,Arenac County,11,970500,2,15000US260119705002,"Block Group 2, Census Tract 9705, Arenac County, Michigan",1105,0,1063,2,0,14,26,1095,10
G26001109705003,2016-2020,MI,Michigan,26,Arenac County,11,970500,3,15000US260119705003,"Block Group 3, Census Tract 9705, Arenac County, Michigan",741,4,716,0,0,7,14,715,26
G26001109705004,2016-2020,MI,Michigan,26,Arenac County,11,970500,4,15000US260119705004,"Block Group 4, Census Tract 9705, Arenac County, Michigan",703,5,638,8,4,32,16,683,20
G26001109705005,2016-2020,MI,Michigan,26,Arenac County,11,970500,5,15000US260119705005,"Block Group 5, Census Tract 9705, Arenac County, Michigan",900,0,856,0,0,21,23,877,23
G26001109900000,2016-2020,MI,Michigan,26,Arenac County,11,990000,0,15000US260119900000,"Block Group 0, Census Tract 9900, Arenac County, Michigan",0,0,0,0,0,0,0,0,0
G26001109901000,2016-2020,MI,Michigan,26,Arenac County,11,990100,0,15000US260119901000,"Block Group 0, Census Tract 9901, Arenac County, Michigan",0,0,0,0,0,0,0,0,0
G26001300001001,2016-2020,MI,Michigan,26,Baraga County,13,100,1,15000US260130001001,"Block Group 1, Census Tract 1, Baraga County, Michigan",537,0,495,0,0,8,34,502,35
G26001300001002,2016-2020,MI,Michigan,26,Baraga County,13,100,2,15000US260130001002,"Block Group 2, Census Tract 1, Baraga County, Michigan",1393,3,1113,7,0,205,65,1375,18
G26001300001003,2016-2020,MI,Michigan,26,Baraga County,13,100,3,15000US260130001003,"Block Group 3, Census Tract 1, Baraga County, Michigan",1137,14,898,7,0,117,101,1128,9
G26001300001004,2016-2020,MI,Michigan,26,Baraga County,13,100,4,15000US260130001004,"Block Group 4, Census Tract 1, Baraga County, Michigan",1059,27,947,4,0,11,64,1047,12
G26001300002001,2016-2020,MI,Michigan,26,Baraga County,13,200,1,15000US260130002001,"Block Group 1, Census Tract 2, Baraga County, Michigan",637,0,476,0,0,58,103,630,7
G26001300002002,2016-2020,MI,Michigan,26,Baraga County,13,200,2,15000US260130002002,"Block Group 2, Census Tract 2, Baraga County, Michigan",2516,677,1167,22,1,449,185,2461,55
G26001300002003,2016-2020,MI,Michigan,26,Baraga County,13,200,3,15000US260130002003,"Block Group 3, Census Tract 2, Baraga County, Michigan",394,0,394,0,0,0,0,394,0
G26001300002004,2016-2020,MI,Michigan,26,Baraga County,13,200,4,15000US260130002004,"Block Group 4, Census Tract 2, Baraga County, Michigan",664,1,648,0,0,5,10,661,3
G26001309901000,2016-2020,MI,Michigan,26,Baraga County,13,990100,0,15000US260139901000,"Block Group 0, Census Tract 9901, Baraga County, Michigan",0,0,0,0,0,0,0,0,0
G26001500101001,2016-2020,MI,Michigan,26,Barry County,15,10100,1,15000US260150101001,"Block Group 1, Census Tract 101, Barry County, Michigan",1282,0,1278,2,0,0,2,1227,55
G26001500101002,2016-2020,MI,Michigan,26,Barry County,15,10100,2,15000US260150101002,"Block Group 2, Census Tract 101, Barry County, Michigan",1062,0,1037,0,0,4,2,1043,19
G26001500101003,2016-2020,MI,Michigan,26,Barry County,15,10100,3,15000US260150101003,"Block Group 3, Census Tract 101, Barry County, Michigan",1582,0,1538,0,0,3,29,1477,105
G26001500101004,2016-2020,MI,Michigan,26,Barry County,15,10100,4,15000US260150101004,"Block Group 4, Census Tract 101, Barry County, Michigan",1093,0,1093,0,0,0,0,1093,0
G26001500101005,2016-2020,MI,Michigan,26,Barry County,15,10100,5,15000US260150101005,"Block Group 5, Census Tract 101, Barry County, Michigan",1055,0,1033,0,0,9,13,1006,49
G26001500102001,2016-2020,MI,Michigan,26,Barry County,15,10200,1,15000US260150102001,"Block Group 1, Census Tract 102, Barry County, Michigan",1498,0,1473,0,0,0,25,1480,18
G26001500102002,2016-2020,MI,Michigan,26,Barry County,15,10200,2,15000US260150102002,"Block Group 2, Census Tract 102, Barry County, Michigan",1093,0,991,0,0,0,13,1004,89
G26001500102003,2016-2020,MI,Michigan,26,Barry County,15,10200,3,15000US260150102003,"Block Group 3, Census Tract 102, Barry County, Michigan",1012,3,994,0,0,0,15,953,59
G26001500102004,2016-2020,MI,Michigan,26,Barry County,15,10200,4,15000US260150102004,"Block Group 4, Census Tract 102, Barry County, Michigan",2237,6,2090,123,0,5,13,2223,14
G26001500103011,2016-2020,MI,Michigan,26,Barry County,15,10301,1,15000US260150103011,"Block Group 1, Census Tract 103.01, Barry County, Michigan",1417,8,1122,14,0,0,273,1299,118
G26001500103012,2016-2020,MI,Michigan,26,Barry County,15,10301,2,15000US260150103012,"Block Group 2, Census Tract 103.01, Barry County, Michigan",1917,0,1757,0,0,0,10,1767,150
G26001500103021,2016-2020,MI,Michigan,26,Barry County,15,10302,1,15000US260150103021,"Block Group 1, Census Tract 103.02, Barry County, Michigan",2094,15,2079,0,0,0,0,2094,0
G26001500103022,2016-2020,MI,Michigan,26,Barry County,15,10302,2,15000US260150103022,"Block Group 2, Census Tract 103.02, Barry County, Michigan",2850,24,2729,0,0,0,97,2824,26
G26001500104011,2016-2020,MI,Michigan,26,Barry County,15,10401,1,15000US260150104011,"Block Group 1, Census Tract 104.01, Barry County, Michigan",761,57,704,0,0,0,0,667,94
G26001500104012,2016-2020,MI,Michigan,26,Barry County,15,10401,2,15000US260150104012,"Block Group 2, Census Tract 104.01, Barry County, Michigan",1239,0,1191,0,0,38,10,1229,10
G26001500104013,2016-2020,MI,Michigan,26,Barry County,15,10401,3,15000US260150104013,"Block Group 3, Census Tract 104.01, Barry County, Michigan",1445,45,1400,0,0,0,0,1334,111
G26001500104031,2016-2020,MI,Michigan,26,Barry County,15,10403,1,15000US260150104031,"Block Group 1, Census Tract 104.03, Barry County, Michigan",1052,0,1000,14,4,8,26,1043,9
G26001500104032,2016-2020,MI,Michigan,26,Barry County,15,10403,2,15000US260150104032,"Block Group 2, Census Tract 104.03, Barry County, Michigan",1955,0,1793,101,0,22,23,1939,16
G26001500104041,2016-2020,MI,Michigan,26,Barry County,15,10404,1,15000US260150104041,"Block Group 1, Census Tract 104.04, Barry County, Michigan",1362,60,1211,70,0,0,21,1294,68
G26001500105001,2016-2020,MI,Michigan,26,Barry County,15,10500,1,15000US260150105001,"Block Group 1, Census Tract 105, Barry County, Michigan",1442,24,1384,12,0,0,15,1404,38
G26001500105002,2016-2020,MI,Michigan,26,Barry County,15,10500,2,15000US260150105002,"Block Group 2, Census Tract 105, Barry County, Michigan",1049,4,1016,0,0,0,29,1049,0
G26001500105003,2016-2020,MI,Michigan,26,Barry County,15,10500,3,15000US260150105003,"Block Group 3, Census Tract 105, Barry County, Michigan",1011,0,977,6,0,0,28,976,35
G26001500106011,2016-2020,MI,Michigan,26,Barry County,15,10601,1,15000US260150106011,"Block Group 1, Census Tract 106.01, Barry County, Michigan",950,0,892,0,0,0,58,915,35
G26001500106012,2016-2020,MI,Michigan,26,Barry County,15,10601,2,15000US260150106012,"Block Group 2, Census Tract 106.01, Barry County, Michigan",1586,32,1554,0,0,0,0,1584,2
G26001500106013,2016-2020,MI,Michigan,26,Barry County,15,10601,3,15000US260150106013,"Block Group 3, Census Tract 106.01, Barry County, Michigan",1307,55,1130,0,0,0,122,1307,0
G26001500106021,2016-2020,MI,Michigan,26,Barry County,15,10602,1,15000US260150106021,"Block Group 1, Census Tract 106.02, Barry County, Michigan",2929,8,2880,0,0,0,41,2888,41
G26001500107001,2016-2020,MI,Michigan,26,Barry County,15,10700,1,15000US260150107001,"Block Group 1, Census Tract 107, Barry County, Michigan",643,0,643,0,0,0,0,579,64
G26001500107002,2016-2020,MI,Michigan,26,Barry County,15,10700,2,15000US260150107002,"Block Group 2, Census Tract 107, Barry County, Michigan",1368,7,1320,10,0,0,28,1343,25
G26001500107003,2016-2020,MI,Michigan,26,Barry County,15,10700,3,15000US260150107003,"Block Group 3, Census Tract 107, Barry County, Michigan",1142,14,1052,0,0,0,10,1118,24
G26001500107004,2016-2020,MI,Michigan,26,Barry County,15,10700,4,15000US260150107004,"Block Group 4, Census Tract 107, Barry County, Michigan",1254,0,1198,0,0,2,0,1170,84
G26001500107005,2016-2020,MI,Michigan,26,Barry County,15,10700,5,15000US260150107005,"Block Group 5, Census Tract 107, Barry County, Michigan",716,0,702,0,0,14,0,716,0
G26001500108001,2016-2020,MI,Michigan,26,Barry County,15,10800,1,15000US260150108001,"Block Group 1, Census Tract 108, Barry County, Michigan",1335,0,1267,0,0,0,68,1262,73
G26001500108002,2016-2020,MI,Michigan,26,Barry County,15,10800,2,15000US260150108002,"Block Group 2, Census Tract 108, Barry County, Michigan",1928,18,1856,5,0,0,49,1925,3
G26001500113011,2016-2020,MI,Michigan,26,Barry County,15,11301,1,15000US260150113011,"Block Group 1, Census Tract 113.01, Barry County, Michigan",922,0,897,25,0,0,0,864,58
G26001500113012,2016-2020,MI,Michigan,26,Barry County,15,11301,2,15000US260150113012,"Block Group 2, Census Tract 113.01, Barry County, Michigan",900,0,821,0,0,0,28,659,241
G26001500113013,2016-2020,MI,Michigan,26,Barry County,15,11301,3,15000US260150113013,"Block Group 3, Census Tract 113.01, Barry County, Michigan",1006,0,1002,4,0,0,0,973,33
G26001500113014,2016-2020,MI,Michigan,26,Barry County,15,11301,4,15000US260150113014,"Block Group 4, Census Tract 113.01, Barry County, Michigan",1853,0,1843,0,0,0,10,1830,23
G26001500113021,2016-2020,MI,Michigan,26,Barry County,15,11302,1,15000US260150113021,"Block Group 1, Census Tract 113.02, Barry County, Michigan",3514,4,3448,8,0,0,54,3507,7
G26001500114011,2016-2020,MI,Michigan,26,Barry County,15,11401,1,15000US260150114011,"Block Group 1, Census Tract 114.01, Barry County, Michigan",2765,0,2660,0,0,0,105,2668,97
G26001500114021,2016-2020,MI,Michigan,26,Barry County,15,11402,1,15000US260150114021,"Block Group 1, Census Tract 114.02, Barry County, Michigan",1782,0,1752,0,0,0,30,1782,0
G26001500114022,2016-2020,MI,Michigan,26,Barry County,15,11402,2,15000US260150114022,"Block Group 2, Census Tract 114.02, Barry County, Michigan",684,4,626,0,0,45,9,681,3
G26001500114023,2016-2020,MI,Michigan,26,Barry County,15,11402,3,15000US260150114023,"Block Group 3, Census Tract 114.02, Barry County, Michigan",953,0,944,0,0,0,9,953,0
G26001702803001,2016-2020,MI,Michigan,26,Bay County,17,280300,1,15000US260172803001,"Block Group 1, Census Tract 2803, Bay County, Michigan",1391,82,1200,12,0,0,97,1227,164
G26001702804001,2016-2020,MI,Michigan,26,Bay County,17,280400,1,15000US260172804001,"Block Group 1, Census Tract 2804, Bay County, Michigan",640,11,629,0,0,0,0,616,24
G26001702804002,2016-2020,MI,Michigan,26,Bay County,17,280400,2,15000US260172804002,"Block Group 2, Census Tract 2804, Bay County, Michigan",605,47,558,0,0,0,0,562,43
G26001702804003,2016-2020,MI,Michigan,26,Bay County,17,280400,3,15000US260172804003,"Block Group 3, Census Tract 2804, Bay County, Michigan",708,0,690,0,0,4,1,517,191
G26001702804004,2016-2020,MI,Michigan,26,Bay County,17,280400,4,15000US260172804004,"Block Group 4, Census Tract 2804, Bay County, Michigan",603,0,572,0,0,16,15,575,28
G26001702805001,2016-2020,MI,Michigan,26,Bay County,17,280500,1,15000US260172805001,"Block Group 1, Census Tract 2805, Bay County, Michigan",1006,40,855,19,0,92,0,923,83
G26001702805002,2016-2020,MI,Michigan,26,Bay County,17,280500,2,15000US260172805002,"Block Group 2, Census Tract 2805, Bay County, Michigan",877,2,875,0,0,0,0,835,42
G26001702805003,2016-2020,MI,Michigan,26,Bay County,17,280500,3,15000US260172805003,"Block Group 3, Census Tract 2805, Bay County, Michigan",662,5,634,23,0,0,0,646,16
G26001702805004,2016-2020,MI,Michigan,26,Bay County,17,280500,4,15000US260172805004,"Block Group 4, Census Tract 2805, Bay County, Michigan",671,4,645,0,0,0,22,657,14
G26001702806001,2016-2020,MI,Michigan,26,Bay County,17,280600,1,15000US260172806001,"Block Group 1, Census Tract 2806, Bay County, Michigan",481,56,423,0,0,0,2,442,39
G26001702806002,2016-2020,MI,Michigan,26,Bay County,17,280600,2,15000US260172806002,"Block Group 2, Census Tract 2806, Bay County, Michigan",936,11,712,20,0,0,193,671,265
G26001702806003,2016-2020,MI,Michigan,26,Bay County,17,280600,3,15000US260172806003,"Block Group 3, Census Tract 2806, Bay County, Michigan",1242,26,1213,0,0,0,3,1135,107
G26001702807001,2016-2020,MI,Michigan,26,Bay County,17,280700,1,15000US260172807001,"Block Group 1, Census Tract 2807, Bay County, Michigan",1430,83,1222,0,0,0,46,1252,178
G26001702807002,2016-2020,MI,Michigan,26,Bay County,17,280700,2,15000US260172807002,"Block Group 2, Census Tract 2807, Bay County, Michigan",1333,3,1208,0,0,0,89,1212,121
G26001702807003,2016-2020,MI,Michigan,26,Bay County,17,280700,3,15000US260172807003,"Block Group 3, Census Tract 2807, Bay County, Michigan",464,13,445,0,0,0,6,431,33
G26001702808001,2016-2020,MI,Michigan,26,Bay County,17,280800,1,15000US260172808001,"Block Group 1, Census Tract 2808, Bay County, Michigan",1683,9,1640,20,0,0,0,1598,85
G26001702808002,2016-2020,MI,Michigan,26,Bay County,17,280800,2,15000US260172808002,"Block Group 2, Census Tract 2808, Bay County, Michigan",872,0,733,0,0,0,124,801,71
G26001702808003,2016-2020,MI,Michigan,26,Bay County,17,280800,3,15000US260172808003,"Block Group 3, Census Tract 2808, Bay County, Michigan",1157,3,958,0,0,0,196,1157,0
G26001702809001,2016-2020,MI,Michigan,26,Bay County,17,280900,1,15000US260172809001,"Block Group 1, Census Tract 2809, Bay County, Michigan",1172,0,821,0,0,1,350,871,301
G26001702809002,2016-2020,MI,Michigan,26,Bay County,17,280900,2,15000US260172809002,"Block Group 2, Census Tract 2809, Bay County, Michigan",771,0,771,0,0,0,0,749,22
G26001702809003,2016-2020,MI,Michigan,26,Bay County,17,280900,3,15000US260172809003,"Block Group 3, Census Tract 2809, Bay County, Michigan",880,29,782,15,0,2,49,730,150
