GISJOIN,YEAR,STUSAB,STATE,STATEA,COUNTY,COUNTYA,TRACTA,BLKGRPA,GEOID,NAME,BTTRA,BTBGA,Total,not_hisp_lat,not_white,not_black,not_aian,not_asian,not_nhpi,not_other,not_two_more,not_two_incl_someother,not_two_excl_someother_three,hisp_lat,hisp_white,hisp_black,hisp_aian,hisp_asian,hisp_nhpi,hisp_other,hisp_two_more,hisp_two_incl_someother,hisp_two_excl_someother_three
G26012501345001,2016-2020,MI,Michigan,26,Oakland County,125,134500,1,15000US261251345001,"Block Group 1, Census Tract 1345, Oakland County, Michigan",,,832,759,749,0,0,1,0,0,9,0,9,73,73,0,0,0,0,0,0,0,0
G26012501345002,2016-2020,MI,Michigan,26,Oakland County,125,134500,2,15000US261251345002,"Block Group 2, Census Tract 1345, Oakland County, Michigan",,,2514,2447,2302,18,0,99,0,0,28,0,28,67,58,0,0,0,0,0,9,0,9
G26012501346001,2016-2020,MI,Michigan,26,Oakland County,125,134600,1,15000US261251346001,"Block Group 1, Census Tract 1346, Oakland County, Michigan",,,1143,1073,1045,0,0,8,0,0,20,0,20,70,21,0,0,0,0,38,11,0,11
G26012501346002,2016-2020,MI,Michigan,26,Oakland County,125,134600,2,15000US261251346002,"Block Group 2, Census Tract 1346, Oakland County, Michigan",,,1348,1348,1330,0,0,0,0,0,18,0,18,0,0,0,0,0,0,0,0,0,0
G26012501346003,2016-2020,MI,Michigan,26,Oakland County,125,134600,3,15000US261251346003,"Block Group 3, Census Tract 1346, Oakland County, Michigan",,,1674,1536,1494,0,0,0,0,0,42,0,42,138,138,0,0,0,0,0,0,0,0
G26012501347001,2016-2020,MI,Michigan,26,Oakland County,125,134700,1,15000US261251347001,"Block Group 1, Census Tract 1347, Oakland County, Michigan",,,1494,1449,912,238,0,281,0,0,18,0,18,45,45,0,0,0,0,0,0,0,0
G26012501347002,2016-2020,MI,Michigan,26,Oakland County,125,134700,2,15000US261251347002,"Block Group 2, Census Tract 1347, Oakland County, Michigan",,,490,482,397,42,0,7,0,0,36,0,36,8,8,0,0,0,0,0,0,0,0
G26012501347003,2016-2020,MI,Michigan,26,Oakland County,125,134700,3,15000US261251347003,"Block Group 3, Census Tract 1347, Oakland County, Michigan",,,1557,1526,1488,0,0,38,0,0,0,0,0,31,31,0,0,0,0,0,0,0,0
G26012501348001,2016-2020,MI,Michigan,26,Oakland County,125,134800,1,15000US261251348001,"Block Group 1, Census Tract 1348, Oakland County, Michigan",,,1216,1163,1104,0,0,10,0,8,41,0,41,53,53,0,0,0,0,0,0,0,0
G26012501348002,2016-2020,MI,Michigan,26,Oakland County,125,134800,2,15000US261251348002,"Block Group 2, Census Tract 1348, Oakland County, Michigan",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G26012501348003,2016-2020,MI,Michigan,26,Oakland County,125,134800,3,15000US261251348003,"Block Group 3, Census Tract 1348, Oakland County, Michigan",,,2117,2083,1346,32,0,683,0,9,13,0,13,34,26,0,0,0,0,8,0,0,0
G26012501349001,2016-2020,MI,Michigan,26,Oakland County,125,134900,1,15000US261251349001,"Block Group 1, Census Tract 1349, Oakland County, Michigan",,,1540,1485,1374,36,0,35,0,0,40,0,40,55,46,0,0,0,0,0,9,9,0
G26012501349002,2016-2020,MI,Michigan,26,Oakland County,125,134900,2,15000US261251349002,"Block Group 2, Census Tract 1349, Oakland County, Michigan",,,1094,1084,935,52,0,0,0,0,97,0,97,10,10,0,0,0,0,0,0,0,0
G26012501349003,2016-2020,MI,Michigan,26,Oakland County,125,134900,3,15000US261251349003,"Block Group 3, Census Tract 1349, Oakland County, Michigan",,,978,886,850,36,0,0,0,0,0,0,0,92,67,0,0,0,0,0,25,25,0
G26012501350001,2016-2020,MI,Michigan,26,Oakland County,125,135000,1,15000US261251350001,"Block Group 1, Census Tract 1350, Oakland County, Michigan",,,1590,1401,1130,78,0,117,0,0,76,0,76,189,152,0,0,0,0,11,26,26,0
G26012501350002,2016-2020,MI,Michigan,26,Oakland County,125,135000,2,15000US261251350002,"Block Group 2, Census Tract 1350, Oakland County, Michigan",,,2105,1856,1790,41,0,0,0,0,25,0,25,249,14,0,0,0,0,0,235,235,0
G26012501351001,2016-2020,MI,Michigan,26,Oakland County,125,135100,1,15000US261251351001,"Block Group 1, Census Tract 1351, Oakland County, Michigan",,,2216,2190,1997,0,0,0,0,0,193,193,0,26,0,0,0,0,0,26,0,0,0
G26012501351002,2016-2020,MI,Michigan,26,Oakland County,125,135100,2,15000US261251351002,"Block Group 2, Census Tract 1351, Oakland County, Michigan",,,452,452,452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G26012501351003,2016-2020,MI,Michigan,26,Oakland County,125,135100,3,15000US261251351003,"Block Group 3, Census Tract 1351, Oakland County, Michigan",,,1091,988,963,0,0,6,0,0,19,0,19,103,93,0,10,0,0,0,0,0,0
G26012501351004,2016-2020,MI,Michigan,26,Oakland County,125,135100,4,15000US261251351004,"Block Group 4, Census Tract 1351, Oakland County, Michigan",,,1455,1381,1113,16,0,211,0,0,41,0,41,74,74,0,0,0,0,0,0,0,0
G26012501352001,2016-2020,MI,Michigan,26,Oakland County,125,135200,1,15000US261251352001,"Block Group 1, Census Tract 1352, Oakland County, Michigan",,,1406,1406,955,166,0,143,0,26,116,25,91,0,0,0,0,0,0,0,0,0,0
G26012501352002,2016-2020,MI,Michigan,26,Oakland County,125,135200,2,15000US261251352002,"Block Group 2, Census Tract 1352, Oakland County, Michigan",,,1064,956,757,109,0,90,0,0,0,0,0,108,108,0,0,0,0,0,0,0,0
G26012501352003,2016-2020,MI,Michigan,26,Oakland County,125,135200,3,15000US261251352003,"Block Group 3, Census Tract 1352, Oakland County, Michigan",,,1187,1158,1013,0,0,89,0,39,17,0,17,29,29,0,0,0,0,0,0,0,0
G26012501353001,2016-2020,MI,Michigan,26,Oakland County,125,135300,1,15000US261251353001,"Block Group 1, Census Tract 1353, Oakland County, Michigan",,,2411,2359,2167,61,1,45,0,0,85,5,80,52,52,0,0,0,0,0,0,0,0
G26012501353002,2016-2020,MI,Michigan,26,Oakland County,125,135300,2,15000US261251353002,"Block Group 2, Census Tract 1353, Oakland County, Michigan",,,881,805,541,5,0,70,0,19,170,18,152,76,59,11,0,0,0,0,6,6,0
G26012501353003,2016-2020,MI,Michigan,26,Oakland County,125,135300,3,15000US261251353003,"Block Group 3, Census Tract 1353, Oakland County, Michigan",,,2251,2244,1590,580,0,25,0,0,49,14,35,7,7,0,0,0,0,0,0,0,0
G26012501360001,2016-2020,MI,Michigan,26,Oakland County,125,136000,1,15000US261251360001,"Block Group 1, Census Tract 1360, Oakland County, Michigan",,,2161,2110,1059,201,0,794,0,0,56,0,56,51,0,0,51,0,0,0,0,0,0
G26012501360002,2016-2020,MI,Michigan,26,Oakland County,125,136000,2,15000US261251360002,"Block Group 2, Census Tract 1360, Oakland County, Michigan",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G26012501360003,2016-2020,MI,Michigan,26,Oakland County,125,136000,3,15000US261251360003,"Block Group 3, Census Tract 1360, Oakland County, Michigan",,,951,951,523,344,0,0,0,0,84,0,84,0,0,0,0,0,0,0,0,0,0
G26012501360004,2016-2020,MI,Michigan,26,Oakland County,125,136000,4,15000US261251360004,"Block Group 4, Census Tract 1360, Oakland County, Michigan",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G26012501361011,2016-2020,MI,Michigan,26,Oakland County,125,136101,1,15000US261251361011,"Block Group 1, Census Tract 1361.01, Oakland County, Michigan",,,2183,2115,1847,65,9,194,0,0,0,0,0,68,68,0,0,0,0,0,0,0,0
G26012501361012,2016-2020,MI,Michigan,26,Oakland County,125,136101,2,15000US261251361012,"Block Group 2, Census Tract 1361.01, Oakland County, Michigan",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G26012501361013,2016-2020,MI,Michigan,26,Oakland County,125,136101,3,15000US261251361013,"Block Group 3, Census Tract 1361.01, Oakland County, Michigan",,,2982,2888,733,72,7,2018,0,0,58,0,58,94,40,0,0,0,0,15,39,39,0
G26012501361021,2016-2020,MI,Michigan,26,Oakland County,125,136102,1,15000US261251361021,"Block Group 1, Census Tract 1361.02, Oakland County, Michigan",,,1147,1128,578,445,0,80,0,0,25,0,25,19,0,0,0,0,0,0,19,19,0
G26012501361022,2016-2020,MI,Michigan,26,Oakland County,125,136102,2,15000US261251361022,"Block Group 2, Census Tract 1361.02, Oakland County, Michigan",,,1045,1010,541,190,41,238,0,0,0,0,0,35,0,0,0,0,0,35,0,0,0
G26012501361023,2016-2020,MI,Michigan,26,Oakland County,125,136102,3,15000US261251361023,"Block Group 3, Census Tract 1361.02, Oakland County, Michigan",,,2014,1856,897,578,0,272,0,0,109,43,66,158,91,0,0,41,0,19,7,0,7
G26012501363001,2016-2020,MI,Michigan,26,Oakland County,125,136300,1,15000US261251363001,"Block Group 1, Census Tract 1363, Oakland County, Michigan",,,1247,1184,865,45,0,218,0,0,56,0,56,63,57,0,0,6,0,0,0,0,0
G26012501363002,2016-2020,MI,Michigan,26,Oakland County,125,136300,2,15000US261251363002,"Block Group 2, Census Tract 1363, Oakland County, Michigan",,,1095,940,317,190,5,393,0,0,35,0,35,155,111,0,0,4,0,0,40,7,33
G26012501363003,2016-2020,MI,Michigan,26,Oakland County,125,136300,3,15000US261251363003,"Block Group 3, Census Tract 1363, Oakland County, Michigan",,,1775,1660,1360,16,0,188,0,2,94,54,40,115,46,0,0,0,0,11,58,58,0
G26012501363004,2016-2020,MI,Michigan,26,Oakland County,125,136300,4,15000US261251363004,"Block Group 4, Census Tract 1363, Oakland County, Michigan",,,872,854,432,83,0,332,0,0,7,0,7,18,18,0,0,0,0,0,0,0,0
G26012501365001,2016-2020,MI,Michigan,26,Oakland County,125,136500,1,15000US261251365001,"Block Group 1, Census Tract 1365, Oakland County, Michigan",,,2344,2293,932,467,0,724,19,75,76,0,76,51,0,0,51,0,0,0,0,0,0
G26012501365002,2016-2020,MI,Michigan,26,Oakland County,125,136500,2,15000US261251365002,"Block Group 2, Census Tract 1365, Oakland County, Michigan",,,1426,1293,793,44,0,386,0,0,70,0,70,133,133,0,0,0,0,0,0,0,0
G26012501365003,2016-2020,MI,Michigan,26,Oakland County,125,136500,3,15000US261251365003,"Block Group 3, Census Tract 1365, Oakland County, Michigan",,,1047,1047,761,38,0,248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G26012501365004,2016-2020,MI,Michigan,26,Oakland County,125,136500,4,15000US261251365004,"Block Group 4, Census Tract 1365, Oakland County, Michigan",,,909,909,795,23,0,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G26012501366011,2016-2020,MI,Michigan,26,Oakland County,125,136601,1,15000US261251366011,"Block Group 1, Census Tract 1366.01, Oakland County, Michigan",,,1842,1745,1067,135,0,325,0,0,218,0,218,97,97,0,0,0,0,0,0,0,0
G26012501366012,2016-2020,MI,Michigan,26,Oakland County,125,136601,2,15000US261251366012,"Block Group 2, Census Tract 1366.01, Oakland County, Michigan",,,1657,1334,388,0,0,635,0,0,311,0,311,323,67,0,0,0,0,256,0,0,0
G26012501366013,2016-2020,MI,Michigan,26,Oakland County,125,136601,3,15000US261251366013,"Block Group 3, Census Tract 1366.01, Oakland County, Michigan",,,1169,999,653,43,0,303,0,0,0,0,0,170,170,0,0,0,0,0,0,0,0
G26012501366021,2016-2020,MI,Michigan,26,Oakland County,125,136602,1,15000US261251366021,"Block Group 1, Census Tract 1366.02, Oakland County, Michigan",,,1743,1639,901,39,0,699,0,0,0,0,0,104,93,0,0,11,0,0,0,0,0
G26012501366022,2016-2020,MI,Michigan,26,Oakland County,125,136602,2,15000US261251366022,"Block Group 2, Census Tract 1366.02, Oakland County, Michigan",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G26012501366023,2016-2020,MI,Michigan,26,Oakland County,125,136602,3,15000US261251366023,"Block Group 3, Census Tract 1366.02, Oakland County, Michigan",,,567,567,230,0,0,308,0,0,29,0,29,0,0,0,0,0,0,0,0,0,0
G26012501366024,2016-2020,MI,Michigan,26,Oakland County,125,136602,4,15000US261251366024,"Block Group 4, Census Tract 1366.02, Oakland County, Michigan",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G26012501366025,2016-2020,MI,Michigan,26,Oakland County,125,136602,5,15000US261251366025,"Block Group 5, Census Tract 1366.02, Oakland County, Michigan",,,880,880,663,79,0,120,0,0,18,0,18,0,0,0,0,0,0,0,0,0,0
G26012501367001,2016-2020,MI,Michigan,26,Oakland County,125,136700,1,15000US261251367001,"Block Group 1, Census Tract 1367, Oakland County, Michigan",,,2000,1981,709,318,0,936,0,0,18,0,18,19,19,0,0,0,0,0,0,0,0
G26012501367002,2016-2020,MI,Michigan,26,Oakland County,125,136700,2,15000US261251367002,"Block Group 2, Census Tract 1367, Oakland County, Michigan",,,1464,1453,1246,0,0,207,0,0,0,0,0,11,11,0,0,0,0,0,0,0,0
G26012501367003,2016-2020,MI,Michigan,26,Oakland County,125,136700,3,15000US261251367003,"Block Group 3, Census Tract 1367, Oakland County, Michigan",,,1038,1010,800,110,0,100,0,0,0,0,0,28,28,0,0,0,0,0,0,0,0
G26012501367004,2016-2020,MI,Michigan,26,Oakland County,125,136700,4,15000US261251367004,"Block Group 4, Census Tract 1367, Oakland County, Michigan",,,1151,1151,852,0,0,266,0,0,33,0,33,0,0,0,0,0,0,0,0,0,0
G26012501368001,2016-2020,MI,Michigan,26,Oakland County,125,136800,1,15000US261251368001,"Block Group 1, Census Tract 1368, Oakland County, Michigan",,,1454,1383,922,253,0,194,0,0,14,0,14,71,0,0,0,0,0,39,32,32,0
G26012501368002,2016-2020,MI,Michigan,26,Oakland County,125,136800,2,15000US261251368002,"Block Group 2, Census Tract 1368, Oakland County, Michigan",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G26012501368003,2016-2020,MI,Michigan,26,Oakland County,125,136800,3,15000US261251368003,"Block Group 3, Census Tract 1368, Oakland County, Michigan",,,1018,1018,996,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G26012501368004,2016-2020,MI,Michigan,26,Oakland County,125,136800,4,15000US261251368004,"Block Group 4, Census Tract 1368, Oakland County, Michigan",,,392,392,357,24,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0
G26012501368005,2016-2020,MI,Michigan,26,Oakland County,125,136800,5,15000US261251368005,"Block Group 5, Census Tract 1368, Oakland County, Michigan",,,1782,1525,1082,75,28,34,0,0,306,112,194,257,89,0,0,0,0,143,25,25,0
G26012501371011,2016-2020,MI,Michigan,26,Oakland County,125,137101,1,15000US261251371011,"Block Group 1, Census Tract 1371.01, Oakland County, Michigan",,,1691,1648,1112,3,0,533,0,0,0,0,0,43,43,0,0,0,0,0,0,0,0
G26012501371012,2016-2020,MI,Michigan,26,Oakland County,125,137101,2,15000US261251371012,"Block Group 2, Census Tract 1371.01, Oakland County, Michigan",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G26012501371013,2016-2020,MI,Michigan,26,Oakland County,125,137101,3,15000US261251371013,"Block Group 3, Census Tract 1371.01, Oakland County, Michigan",,,1660,1660,976,38,0,646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G26012501371021,2016-2020,MI,Michigan,26,Oakland County,125,137102,1,15000US261251371021,"Block Group 1, Census Tract 1371.02, Oakland County, Michigan",,,1655,1655,877,0,0,778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G26012501371022,2016-2020,MI,Michigan,26,Oakland County,125,137102,2,15000US261251371022,"Block Group 2, Census Tract 1371.02, Oakland County, Michigan",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G26012501371023,2016-2020,MI,Michigan,26,Oakland County,125,137102,3,15000US261251371023,"Block Group 3, Census Tract 1371.02, Oakland County, Michigan",,,1709,1571,1076,0,0,480,0,0,15,0,15,138,138,0,0,0,0,0,0,0,0
G26012501371024,2016-2020,MI,Michigan,26,Oakland County,125,137102,4,15000US261251371024,"Block Group 4, Census Tract 1371.02, Oakland County, Michigan",,,1426,1426,1079,0,0,320,0,0,27,0,27,0,0,0,0,0,0,0,0,0,0
G26012501371025,2016-2020,MI,Michigan,26,Oakland County,125,137102,5,15000US261251371025,"Block Group 5, Census Tract 1371.02, Oakland County, Michigan",,,2778,2599,1570,472,0,347,0,36,174,117,57,179,32,0,0,6,0,0,141,141,0
G26012501371026,2016-2020,MI,Michigan,26,Oakland County,125,137102,6,15000US261251371026,"Block Group 6, Census Tract 1371.02, Oakland County, Michigan",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G26012501374001,2016-2020,MI,Michigan,26,Oakland County,125,137400,1,15000US261251374001,"Block Group 1, Census Tract 1374, Oakland County, Michigan",,,1455,1455,1202,18,0,176,0,0,59,0,59,0,0,0,0,0,0,0,0,0,0
G26012501374002,2016-2020,MI,Michigan,26,Oakland County,125,137400,2,15000US261251374002,"Block Group 2, Census Tract 1374, Oakland County, Michigan",,,816,790,619,0,0,134,0,0,37,37,0,26,0,0,0,0,0,26,0,0,0
G26012501374003,2016-2020,MI,Michigan,26,Oakland County,125,137400,3,15000US261251374003,"Block Group 3, Census Tract 1374, Oakland County, Michigan",,,2329,2220,1709,0,51,378,0,0,82,20,62,109,104,0,0,5,0,0,0,0,0
G26012501374004,2016-2020,MI,Michigan,26,Oakland County,125,137400,4,15000US261251374004,"Block Group 4, Census Tract 1374, Oakland County, Michigan",,,1134,1134,875,21,0,177,0,0,61,0,61,0,0,0,0,0,0,0,0,0,0
G26012501374005,2016-2020,MI,Michigan,26,Oakland County,125,137400,5,15000US261251374005,"Block Group 5, Census Tract 1374, Oakland County, Michigan",,,939,939,806,9,0,97,0,0,27,0,27,0,0,0,0,0,0,0,0,0,0
G26012501377001,2016-2020,MI,Michigan,26,Oakland County,125,137700,1,15000US261251377001,"Block Group 1, Census Tract 1377, Oakland County, Michigan",,,1669,1625,1533,17,0,75,0,0,0,0,0,44,44,0,0,0,0,0,0,0,0
G26012501377002,2016-2020,MI,Michigan,26,Oakland County,125,137700,2,15000US261251377002,"Block Group 2, Census Tract 1377, Oakland County, Michigan",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G26012501378001,2016-2020,MI,Michigan,26,Oakland County,125,137800,1,15000US261251378001,"Block Group 1, Census Tract 1378, Oakland County, Michigan",,,1636,1545,1514,0,0,26,0,0,5,0,5,91,91,0,0,0,0,0,0,0,0
G26012501378002,2016-2020,MI,Michigan,26,Oakland County,125,137800,2,15000US261251378002,"Block Group 2, Census Tract 1378, Oakland County, Michigan",,,1655,1554,1329,0,0,225,0,0,0,0,0,101,65,0,0,36,0,0,0,0,0
G26012501381001,2016-2020,MI,Michigan,26,Oakland County,125,138100,1,15000US261251381001,"Block Group 1, Census Tract 1381, Oakland County, Michigan",,,1609,1460,1431,0,0,0,0,0,29,0,29,149,149,0,0,0,0,0,0,0,0
G26012501381002,2016-2020,MI,Michigan,26,Oakland County,125,138100,2,15000US261251381002,"Block Group 2, Census Tract 1381, Oakland County, Michigan",,,1573,1495,1055,0,0,345,0,0,95,0,95,78,40,0,0,0,0,13,25,0,25
G26012501381003,2016-2020,MI,Michigan,26,Oakland County,125,138100,3,15000US261251381003,"Block Group 3, Census Tract 1381, Oakland County, Michigan",,,1037,1028,830,126,0,0,0,72,0,0,0,9,9,0,0,0,0,0,0,0,0
G26012501381004,2016-2020,MI,Michigan,26,Oakland County,125,138100,4,15000US261251381004,"Block Group 4, Census Tract 1381, Oakland County, Michigan",,,1679,1650,1650,0,0,0,0,0,0,0,0,29,29,0,0,0,0,0,0,0,0
G26012501383011,2016-2020,MI,Michigan,26,Oakland County,125,138301,1,15000US261251383011,"Block Group 1, Census Tract 1383.01, Oakland County, Michigan",,,2160,2034,1936,46,12,40,0,0,0,0,0,126,9,0,10,0,0,0,107,107,0
G26012501383012,2016-2020,MI,Michigan,26,Oakland County,125,138301,2,15000US261251383012,"Block Group 2, Census Tract 1383.01, Oakland County, Michigan",,,1048,950,904,0,0,0,0,0,46,0,46,98,71,0,0,0,0,0,27,0,27
G26012501383013,2016-2020,MI,Michigan,26,Oakland County,125,138301,3,15000US261251383013,"Block Group 3, Census Tract 1383.01, Oakland County, Michigan",,,1173,1161,1157,4,0,0,0,0,0,0,0,12,12,0,0,0,0,0,0,0,0
G26012501383021,2016-2020,MI,Michigan,26,Oakland County,125,138302,1,15000US261251383021,"Block Group 1, Census Tract 1383.02, Oakland County, Michigan",,,2084,2000,1675,0,0,205,0,12,108,0,108,84,84,0,0,0,0,0,0,0,0
G26012501383022,2016-2020,MI,Michigan,26,Oakland County,125,138302,2,15000US261251383022,"Block Group 2, Census Tract 1383.02, Oakland County, Michigan",,,1446,1419,1302,0,0,74,0,0,43,43,0,27,27,0,0,0,0,0,0,0,0
G26012501383023,2016-2020,MI,Michigan,26,Oakland County,125,138302,3,15000US261251383023,"Block Group 3, Census Tract 1383.02, Oakland County, Michigan",,,2476,2435,1935,20,1,424,0,16,39,0,39,41,13,0,0,0,0,28,0,0,0
G26012501383024,2016-2020,MI,Michigan,26,Oakland County,125,138302,4,15000US261251383024,"Block Group 4, Census Tract 1383.02, Oakland County, Michigan",,,1311,1311,1257,0,0,18,0,0,36,0,36,0,0,0,0,0,0,0,0,0,0
G26012501386001,2016-2020,MI,Michigan,26,Oakland County,125,138600,1,15000US261251386001,"Block Group 1, Census Tract 1386, Oakland County, Michigan",,,563,563,556,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G26012501386002,2016-2020,MI,Michigan,26,Oakland County,125,138600,2,15000US261251386002,"Block Group 2, Census Tract 1386, Oakland County, Michigan",,,854,842,760,0,0,47,0,0,35,15,20,12,12,0,0,0,0,0,0,0,0
G26012501386003,2016-2020,MI,Michigan,26,Oakland County,125,138600,3,15000US261251386003,"Block Group 3, Census Tract 1386, Oakland County, Michigan",,,1318,1305,1152,51,0,83,0,0,19,0,19,13,13,0,0,0,0,0,0,0,0
G26012501392011,2016-2020,MI,Michigan,26,Oakland County,125,139201,1,15000US261251392011,"Block Group 1, Census Tract 1392.01, Oakland County, Michigan",,,850,850,850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G26012501392012,2016-2020,MI,Michigan,26,Oakland County,125,139201,2,15000US261251392012,"Block Group 2, Census Tract 1392.01, Oakland County, Michigan",,,1320,1140,979,0,0,161,0,0,0,0,0,180,180,0,0,0,0,0,0,0,0
G26012501392013,2016-2020,MI,Michigan,26,Oakland County,125,139201,3,15000US261251392013,"Block Group 3, Census Tract 1392.01, Oakland County, Michigan",,,618,618,541,58,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G26012501392014,2016-2020,MI,Michigan,26,Oakland County,125,139201,4,15000US261251392014,"Block Group 4, Census Tract 1392.01, Oakland County, Michigan",,,892,892,719,0,0,0,0,0,173,0,173,0,0,0,0,0,0,0,0,0,0
G26012501392021,2016-2020,MI,Michigan,26,Oakland County,125,139202,1,15000US261251392021,"Block Group 1, Census Tract 1392.02, Oakland County, Michigan",,,1557,1534,1489,0,0,0,0,0,45,45,0,23,23,0,0,0,0,0,0,0,0
G26012501392022,2016-2020,MI,Michigan,26,Oakland County,125,139202,2,15000US261251392022,"Block Group 2, Census Tract 1392.02, Oakland County, Michigan",,,1169,1148,1064,0,0,70,0,0,14,0,14,21,21,0,0,0,0,0,0,0,0
G26012501394001,2016-2020,MI,Michigan,26,Oakland County,125,139400,1,15000US261251394001,"Block Group 1, Census Tract 1394, Oakland County, Michigan",,,1714,1707,1675,0,0,5,0,0,27,0,27,7,7,0,0,0,0,0,0,0,0
G26012501394002,2016-2020,MI,Michigan,26,Oakland County,125,139400,2,15000US261251394002,"Block Group 2, Census Tract 1394, Oakland County, Michigan",,,980,971,946,14,0,0,0,0,11,0,11,9,9,0,0,0,0,0,0,0,0
G26012501394003,2016-2020,MI,Michigan,26,Oakland County,125,139400,3,15000US261251394003,"Block Group 3, Census Tract 1394, Oakland County, Michigan",,,700,636,628,8,0,0,0,0,0,0,0,64,0,0,0,0,0,32,32,32,0
G26012501394004,2016-2020,MI,Michigan,26,Oakland County,125,139400,4,15000US261251394004,"Block Group 4, Census Tract 1394, Oakland County, Michigan",,,2060,2013,1790,4,0,15,0,0,204,0,204,47,47,0,0,0,0,0,0,0,0
G26012501401011,2016-2020,MI,Michigan,26,Oakland County,125,140101,1,15000US261251401011,"Block Group 1, Census Tract 1401.01, Oakland County, Michigan",,,1264,1227,978,179,0,17,45,5,3,0,3,37,37,0,0,0,0,0,0,0,0
G26012501403011,2016-2020,MI,Michigan,26,Oakland County,125,140301,1,15000US261251403011,"Block Group 1, Census Tract 1403.01, Oakland County, Michigan",,,1098,1015,271,263,0,429,0,0,52,0,52,83,43,0,0,0,0,37,3,3,0
G26012501403012,2016-2020,MI,Michigan,26,Oakland County,125,140301,2,15000US261251403012,"Block Group 2, Census Tract 1403.01, Oakland County, Michigan",,,1112,1069,576,74,0,241,0,0,178,0,178,43,8,0,0,0,0,35,0,0,0
G26012501403013,2016-2020,MI,Michigan,26,Oakland County,125,140301,3,15000US261251403013,"Block Group 3, Census Tract 1403.01, Oakland County, Michigan",,,1109,983,235,106,0,642,0,0,0,0,0,126,29,0,0,0,0,17,80,80,0
G26012501403014,2016-2020,MI,Michigan,26,Oakland County,125,140301,4,15000US261251403014,"Block Group 4, Census Tract 1403.01, Oakland County, Michigan",,,928,919,522,108,0,0,0,0,289,0,289,9,9,0,0,0,0,0,0,0,0
G26012501403031,2016-2020,MI,Michigan,26,Oakland County,125,140303,1,15000US261251403031,"Block Group 1, Census Tract 1403.03, Oakland County, Michigan",,,1417,1376,646,150,0,561,0,0,19,0,19,41,41,0,0,0,0,0,0,0,0
G26012501403032,2016-2020,MI,Michigan,26,Oakland County,125,140303,2,15000US261251403032,"Block Group 2, Census Tract 1403.03, Oakland County, Michigan",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G26012501403033,2016-2020,MI,Michigan,26,Oakland County,125,140303,3,15000US261251403033,"Block Group 3, Census Tract 1403.03, Oakland County, Michigan",,,978,802,768,0,0,0,0,34,0,0,0,176,0,0,0,0,0,0,176,176,0
G26012501403034,2016-2020,MI,Michigan,26,Oakland County,125,140303,4,15000US261251403034,"Block Group 4, Census Tract 1403.03, Oakland County, Michigan",,,850,844,679,93,0,47,0,0,25,0,25,6,6,0,0,0,0,0,0,0,0
G26012501403035,2016-2020,MI,Michigan,26,Oakland County,125,140303,5,15000US261251403035,"Block Group 5, Census Tract 1403.03, Oakland County, Michigan",,,978,963,597,167,0,199,0,0,0,0,0,15,15,0,0,0,0,0,0,0,0
G26012501405001,2016-2020,MI,Michigan,26,Oakland County,125,140500,1,15000US261251405001,"Block Group 1, Census Tract 1405, Oakland County, Michigan",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G26012501405002,2016-2020,MI,Michigan,26,Oakland County,125,140500,2,15000US261251405002,"Block Group 2, Census Tract 1405, Oakland County, Michigan",,,1057,1005,646,281,0,50,0,0,28,0,28,52,27,17,0,0,0,8,0,0,0
G26012501405003,2016-2020,MI,Michigan,26,Oakland County,125,140500,3,15000US261251405003,"Block Group 3, Census Tract 1405, Oakland County, Michigan",,,1161,1039,812,112,0,95,0,0,20,0,20,122,122,0,0,0,0,0,0,0,0
